  -1.9936882e+00   9.2096607e-03
  -1.9139081e+00   1.4472324e-02
  -1.8341280e+00   1.9734987e-02
  -1.7543479e+00   2.5091627e-02
  -1.6745678e+00   3.1106099e-02
  -1.5947877e+00   3.8718166e-02
  -1.5150077e+00   4.5484447e-02
  -1.4352276e+00   5.3660370e-02
  -1.3554475e+00   6.0896532e-02
  -1.2756674e+00   6.9542336e-02
  -1.1958873e+00   7.9033925e-02
  -1.1161072e+00   9.1156846e-02
  -1.0363271e+00   1.0450146e-01
  -9.5654705e-01   1.2151114e-01
  -8.7676697e-01   1.4171600e-01
  -7.9698688e-01   1.6173292e-01
  -7.1720679e-01   1.8560286e-01
  -6.3742671e-01   2.0928484e-01
  -5.5764662e-01   2.3663190e-01
  -4.7786654e-01   2.6632835e-01
  -3.9808645e-01   3.0335495e-01
  -3.1830636e-01   3.4282492e-01
  -2.3852628e-01   3.8577201e-01
  -1.5874619e-01   4.2890706e-01
  -7.8966106e-02   4.7927826e-01
   8.1397964e-04   5.2936754e-01
   8.0594066e-02   5.7908091e-01
   1.6037415e-01   6.2578705e-01
   2.4015424e-01   6.6751245e-01
   3.1993432e-01   7.0717038e-01
   3.9971441e-01   7.4128371e-01
   4.7949450e-01   7.7135608e-01
   5.5927458e-01   7.9860915e-01
   6.3905467e-01   8.2238511e-01
   7.1883475e-01   8.4033456e-01
   7.9861484e-01   8.5894183e-01
   8.7839493e-01   8.7801898e-01
   9.5817501e-01   8.9484071e-01
   1.0379551e+00   9.1034677e-01
   1.1177352e+00   9.2152993e-01
   1.1975153e+00   9.3205526e-01
   1.2772954e+00   9.4164082e-01
   1.3570754e+00   9.4944084e-01
   1.4368555e+00   9.5573724e-01
   1.5166356e+00   9.6306738e-01
   1.5964157e+00   9.6964571e-01
   1.6761958e+00   9.7490837e-01
   1.7559759e+00   9.8082887e-01
   1.8357560e+00   9.8609153e-01
   1.9155360e+00   9.9116624e-01
   1.9953161e+00   1.0000000e+00
